geneID	Chr	Strand	Gene.name	Gene.type	Description	NExons	gene.LR	P.Value	FDR
ENSG00000144524	2	+	COPS7B	protein_coding	COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]	42	90.6398966075578	1.30530724441989e-05	0.000645251040857362
ENSG00000256825	12	+	AC026786.1	protein_coding	novel protein	8	34.559745714882	1.35293305982644e-05	0.000666557087100446
ENSG00000140534	15	+	TICRR	protein_coding	TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]	17	51.3957638957936	1.37059667494872e-05	0.000673008653955652
ENSG00000124749	6	-	COL21A1	protein_coding	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]	51	103.239700397456	1.43306996762949e-05	0.00070134729877575
ENSG00000249437	5	-	NAIP	protein_coding	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]	3	22.1653156596354	1.53766900276077e-05	0.000750046426479105
ENSG00000140319	15	-	SRP14	protein_coding	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]	19	54.4485305979544	1.56199090667581e-05	0.000759395645090473
ENSG00000101928	X	-	MOSPD1	protein_coding	motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]	17	50.8421434760082	1.68176221208125e-05	0.000814935498229242
ENSG00000106244	7	-	PDAP1	protein_coding	PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]	13	43.6760496900727	1.73385912267195e-05	0.000837425532330507
ENSG00000171865	2	-	RNASEH1	protein_coding	ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]	13	43.6594243796944	1.74518010436284e-05	0.000840138827364999
ENSG00000157916	1	+	RER1	protein_coding	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]	24	62.2954671884758	1.76756916792263e-05	0.000848145322888219
ENSG00000178980	19	+	SELENOW	protein_coding	selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752]	33	76.170905392797	1.8252214880898e-05	0.000872965511073081
ENSG00000166165	14	-	CKB	protein_coding	creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]	39	85.0891893214025	1.83445061367404e-05	0.000874540193852177
ENSG00000163166	2	-	IWS1	protein_coding	interacts with SUPT6H, CTD assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:25467]	33	76.0403724270647	1.90071179441565e-05	0.000903165842063057
ENSG00000065526	1	+	SPEN	protein_coding	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	22	58.8454365996202	1.9067583794828e-05	0.000903165842063057
ENSG00000080503	9	+	SMARCA2	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]	100	167.841412251963	1.92009917343872e-05	0.000906569901407875
ENSG00000233098	17	+	CCDC144NL-AS1	lncRNA	CCDC144NL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51340]	29	69.6438599247474	2.08664717830294e-05	0.000982057494683085
ENSG00000140905	16	-	GCSH	protein_coding	glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]	23	59.9498684822439	2.27336590676378e-05	0.00106652717109991
ENSG00000125458	17	-	NT5C	protein_coding	5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]	33	75.364649116249	2.34287561099558e-05	0.00109564763890717
ENSG00000276234	17	+	TADA2A	protein_coding	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]	36	79.7693695306225	2.39551021651476e-05	0.00111671712023667
ENSG00000223745	1	-	CCDC18-AS1	lncRNA	CCDC18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52262]	31	72.2560357555743	2.40597977363532e-05	0.00111805955979249
ENSG00000123728	X	-	RAP2C	protein_coding	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]	10	36.9530756203528	2.68305771748358e-05	0.0012428969571148
ENSG00000053501	19	+	USE1	protein_coding	unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882]	26	64.1351425570396	2.75035920443334e-05	0.00127007966898143
ENSG00000084234	11	+	APLP2	protein_coding	amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]	62	115.985678824022	2.78708856621578e-05	0.0012830188021539
ENSG00000125779	20	+	PANK2	protein_coding	pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894]	19	52.7357717429097	2.88233715228559e-05	0.0013227323548386
ENSG00000206562	3	-	METTL6	protein_coding	methyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:28343]	23	59.1508411577468	2.98189472452622e-05	0.00136417053375763
ENSG00000138433	2	-	CIR1	protein_coding	corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]	17	49.2081884795838	3.06269118399323e-05	0.001396795784254
ENSG00000272897	20	-	AL109827.1	protein_coding	novel protein	11	38.5064836387387	3.09693178169779e-05	0.00140805253321575
ENSG00000267740	19	-	AC024592.3	protein_coding	novel protein	6	28.3320029779393	3.1343509061792e-05	0.0014206807138131
ENSG00000286001	5	+	AC021087.5	protein_coding	novel protein	20	54.1127773754568	3.17491878852254e-05	0.00143276227292561
ENSG00000108443	17	+	RPS6KB1	protein_coding	ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436]	36	78.8241354520269	3.18045796786826e-05	0.00143276227292561
ENSG00000140264	15	+	SERF2	protein_coding	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]	26	63.6778529444627	3.19511084097884e-05	0.00143497493287986
ENSG00000134453	10	+	RBM17	protein_coding	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	32	72.7403871781961	3.31181413321289e-05	0.00148286729472216
ENSG00000186660	11	+	ZFP91	protein_coding	ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:14983]	11	38.1602633392806	3.55893688179399e-05	0.0015886878547184
ENSG00000132780	1	+	NASP	protein_coding	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]	52	101.181111397279	3.65595675505371e-05	0.00162706643379747
ENSG00000110619	11	-	CARS	protein_coding	cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]	47	94.1108309826745	3.72588284727185e-05	0.00165319217539644
ENSG00000174428	7	+	GTF2IRD2B	protein_coding	GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33125]	7	30.0835664805176	3.78962467096523e-05	0.00167642525609576
ENSG00000108654	17	-	DDX5	protein_coding	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]	69	123.976508687287	3.99609009614336e-05	0.00176236214323141
ENSG00000219481	1	-	NBPF1	protein_coding	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]	20	53.4461334983171	4.00781561321378e-05	0.00176236214323141
ENSG00000133895	11	-	MEN1	protein_coding	menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]	29	67.5483203107743	4.06564840334955e-05	0.00178237881763766
ENSG00000138709	4	+	LARP1B	protein_coding	La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]	28	66.0127281182488	4.0775348689423e-05	0.00178237881763766
ENSG00000267059	19	-	AC005943.1	protein_coding	novel transcript, readthrough between UQCR11 and MBD3	7	29.8514972188021	4.19477246886757e-05	0.00182820098339906
ENSG00000273046	12	+	AC012531.2	lncRNA	novel transcript	2	16.6316242943851	4.5387893244646e-05	0.00197229809848637
ENSG00000084754	2	-	HADHA	protein_coding	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]	39	81.5447387423015	5.16379065460514e-05	0.00223728823920554
ENSG00000161526	17	+	SAP30BP	protein_coding	SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785]	43	87.1436987905447	5.34923962244202e-05	0.00231084014305552
ENSG00000106144	7	+	CASP2	protein_coding	caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]	24	58.8522542128404	5.58836939138852e-05	0.00240708390364165
ENSG00000106588	7	-	PSMA2	protein_coding	proteasome subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531]	16	45.8100857492374	5.69957738967275e-05	0.00244782724569298
ENSG00000115944	2	-	COX7A2L	protein_coding	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]	11	36.9722902833995	5.72214955579447e-05	0.0024503774740235
ENSG00000170776	15	+	AKAP13	protein_coding	A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	73	127.721022127752	5.80475284358828e-05	0.00247854533735939
ENSG00000288000	20	+	AL031681.2	protein_coding	novel protein	7	29.0811335016543	5.87232855737639e-05	0.00249541999892877
ENSG00000184319	22	+	RPL23AP82	transcribed_unprocessed_pseudogene	ribosomal protein L23a pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:33730]	13	40.5264401025292	5.87815314390254e-05	0.00249541999892877
ENSG00000245526	5	-	LINC00461	lncRNA	long intergenic non-protein coding RNA 461 [Source:HGNC Symbol;Acc:HGNC:42810]	50	96.5835654648376	5.93011749229875e-05	0.00251024599939807
ENSG00000132471	17	-	WBP2	protein_coding	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	38	79.5979763539082	5.97041983945294e-05	0.00252006460329459
ENSG00000155506	5	+	LARP1	protein_coding	La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]	42	85.2811534864479	6.05204877720292e-05	0.00254722087248503
ENSG00000119013	2	+	NDUFB3	protein_coding	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]	7	28.942002572365	6.23938124356604e-05	0.00261858476065445
ENSG00000127603	1	+	MACF1	protein_coding	microtubule actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]	142	214.372193382314	6.68029437536692e-05	0.00278830055281991
ENSG00000131446	5	-	MGAT1	protein_coding	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]	36	76.3081571141359	6.69153341641217e-05	0.00278830055281991
ENSG00000171703	20	+	TCEA2	protein_coding	transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]	31	68.950412397017	6.70055254699782e-05	0.00278830055281991
ENSG00000217555	16	+	CKLF	protein_coding	chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]	13	40.1711040937073	6.73543012609871e-05	0.00279491890669184
ENSG00000103275	16	+	UBE2I	protein_coding	ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]	38	79.1622297786862	6.76939340374112e-05	0.00280112174804804
ENSG00000068745	3	-	IP6K2	protein_coding	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	50	96.0573657184764	6.81636753702049e-05	0.00281265854867924
ENSG00000285565	6	+	AL671762.1	lncRNA	novel transcript	4	21.8697853205513	6.94297355304962e-05	0.0028568978606138
ENSG00000126790	14	-	L3HYPDH	protein_coding	trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488]	13	40.0734494258329	6.99178508047315e-05	0.00286473262063997
ENSG00000145901	5	-	TNIP1	protein_coding	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	49	94.5715652048583	7.00090790462554e-05	0.00286473262063997
ENSG00000273899	22	+	NOL12	protein_coding	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]	17	46.9026477442136	7.05209957625954e-05	0.00287768639495511
ENSG00000198911	22	+	SREBF2	protein_coding	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]	33	71.6331650262448	7.28761025176359e-05	0.002965574215987
ENSG00000049618	6	+	ARID1B	protein_coding	AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]	69	121.449667246191	7.31777924848217e-05	0.00296964755122289
ENSG00000270011	19	+	ZNF559-ZNF177	protein_coding	ZNF559-ZNF177 readthrough [Source:HGNC Symbol;Acc:HGNC:42964]	14	41.5460017063314	7.767268715639e-05	0.00314339657829885
ENSG00000005379	17	-	TSPOAP1	protein_coding	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	43	85.7854672994801	7.79692898168105e-05	0.00314675509120941
ENSG00000164077	3	-	MON1A	protein_coding	MON1 homolog A, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:28207]	16	44.880247156032	7.99764159465052e-05	0.003218941484448
ENSG00000157933	1	+	SKI	protein_coding	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]	11	36.0915131643425	8.11815946272996e-05	0.00325854515110286
ENSG00000105221	19	-	AKT2	protein_coding	AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]	87	144.442951859035	8.16738027912027e-05	0.00326884190103619
ENSG00000090273	1	+	NUDC	protein_coding	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	11	36.069817014117	8.18819266500817e-05	0.00326884190103619
ENSG00000164830	8	+	OXR1	protein_coding	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	32	69.743854073747	8.25701172666225e-05	0.00328740647960707
ENSG00000028310	5	-	BRD9	protein_coding	bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]	39	79.8724835291596	8.32629625416516e-05	0.00330605579838563
ENSG00000055070	1	+	SZRD1	protein_coding	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]	19	49.7018000093338	8.37296430166635e-05	0.00331564884752277
ENSG00000164190	5	+	NIPBL	protein_coding	NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]	60	108.845402375945	8.45401411166225e-05	0.00333429412290523
ENSG00000184787	21	-	UBE2G2	protein_coding	ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]	26	60.663509169289	8.46531805014294e-05	0.00333429412290523
ENSG00000133466	22	-	C1QTNF6	protein_coding	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	19	49.6588744453203	8.49869964486903e-05	0.00333851585249508
ENSG00000171858	20	+	RPS21	protein_coding	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	13	39.5361590226918	8.58303119933274e-05	0.00335694804289809
ENSG00000203875	6	-	SNHG5	lncRNA	small nucleolar RNA host gene 5 [Source:HGNC Symbol;Acc:HGNC:21026]	94	153.170368806251	8.59119823618614e-05	0.00335694804289809
ENSG00000175756	1	-	AURKAIP1	protein_coding	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]	13	39.4947660041371	8.71940526600968e-05	0.00339803066067695
ENSG00000149294	11	+	NCAM1	protein_coding	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	63	112.665458384768	8.87776592539041e-05	0.0034506166186524
ENSG00000107242	9	+	PIP5K1B	protein_coding	phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995]	17	46.2257936310036	8.98355739751248e-05	0.00348254694796727
ENSG00000007392	16	-	LUC7L	protein_coding	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	40	80.9671126938546	9.14011023725258e-05	0.00352557199900944
ENSG00000144029	2	-	MRPS5	protein_coding	mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]	25	58.8917730472976	9.14241058734374e-05	0.00352557199900944
ENSG00000154832	18	-	CXXC1	protein_coding	CXXC finger protein 1 [Source:HGNC Symbol;Acc:HGNC:24343]	48	92.0920415648504	9.35818748051685e-05	0.00359935926306772
ENSG00000205323	12	-	SARNP	protein_coding	SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]	21	52.5403810491524	9.49288269825404e-05	0.00364165768302032
ENSG00000120693	13	-	SMAD9	protein_coding	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	8	29.9733961093302	9.60326245184788e-05	0.00367443270592652
ENSG00000021645	14	+	NRXN3	protein_coding	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	18	47.673098324317	9.6324940775004e-05	0.00367606917760773
ENSG00000104823	19	-	ECH1	protein_coding	enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]	35	73.5726097905127	9.73707086000504e-05	0.0037063770242567
ENSG00000011198	3	+	ABHD5	protein_coding	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]	21	52.3811336064444	0.000100163140954337	0.00380284337473798
ENSG00000164609	5	-	SLU7	protein_coding	SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]	28	63.0969695581621	0.000102121320925179	0.0038610305680342
ENSG00000286905	2	-	AC108488.2	protein_coding	novel protein	9	31.7743219349168	0.00010221993900844	0.0038610305680342
ENSG00000144231	2	-	POLR2D	protein_coding	RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]	9	31.7285248047069	0.00010416587600612	0.00392446935919734
ENSG00000086061	9	+	DNAJA1	protein_coding	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]	13	38.9842783503465	0.000105863336814673	0.00397824697606363
ENSG00000138036	2	+	DYNC2LI1	protein_coding	dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]	28	62.9639736927102	0.00010642972583528	0.00398935443073667
ENSG00000125954	14	+	CHURC1-FNTB	protein_coding	CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960]	21	52.1674804724543	0.000107629439341335	0.00401800719819324
ENSG00000130856	18	+	ZNF236	protein_coding	zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]	33	70.3195692559855	0.000107739654014414	0.00401800719819324
ENSG00000105419	19	-	MEIS3	protein_coding	Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]	35	73.2133224099798	0.000108107689523568	0.00402155145043352
ENSG00000100348	22	-	TXN2	protein_coding	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]	12	37.1231817759835	0.000109881308857634	0.0040772331505839
ENSG00000091592	17	-	NLRP1	protein_coding	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	3	18.2260672854386	0.000110219839827297	0.00407951874496459
ENSG00000187778	12	-	MCRS1	protein_coding	microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]	46	88.6798133571589	0.000110976780090581	0.00408288762723699
ENSG00000163597	17	+	SNHG16	lncRNA	small nucleolar RNA host gene 16 [Source:HGNC Symbol;Acc:HGNC:44352]	23	55.2052948321304	0.000111048007403021	0.00408288762723699
ENSG00000170638	22	+	TRABD	protein_coding	TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]	18	47.2604327010882	0.000111309517196182	0.00408288762723699
ENSG00000197302	16	+	ZNF720	protein_coding	zinc finger protein 720 [Source:HGNC Symbol;Acc:HGNC:26987]	26	59.7994042182026	0.000111419511652248	0.00408288762723699
ENSG00000006712	19	-	PAF1	protein_coding	PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]	25	58.2202838092052	0.000113417872166506	0.00414580316348584
ENSG00000171763	15	+	SPATA5L1	protein_coding	spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762]	22	53.46186959107	0.000118057744087242	0.0043047243271019
ENSG00000143252	1	+	SDHC	protein_coding	succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]	19	48.6355568570198	0.000121054721735459	0.00440310396514828
ENSG00000167306	18	-	MYO5B	protein_coding	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	47	89.6884878325198	0.000122598997643611	0.00444829023223652
ENSG00000248919	7	-	ATP5MF-PTCD1	protein_coding	ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]	13	38.5785750654977	0.00012344607594787	0.0044680200117643
ENSG00000150347	10	+	ARID5B	protein_coding	AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]	11	34.9920771523394	0.00012525456907292	0.00452236533581662
ENSG00000105248	19	+	YJU2	protein_coding	YJU2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:25518]	8	29.2552265403342	0.000129973098924743	0.00466986877365312
ENSG00000182827	1	-	ACBD3	protein_coding	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	10	33.0677292000726	0.000129973945909835	0.00466986877365312
ENSG00000033170	14	+	FUT8	protein_coding	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	25	57.7177143309993	0.000133162588792238	0.00477279341970426
ENSG00000156467	8	-	UQCRB	protein_coding	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]	21	51.4943055337862	0.000134873591486563	0.00482238562181691
ENSG00000163110	4	+	PDLIM5	protein_coding	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	42	82.3245829308304	0.000137002545239775	0.00487667761481902
ENSG00000149273	11	+	RPS3	protein_coding	ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]	44	85.1135210786146	0.000137054139741706	0.00487667761481902
ENSG00000144455	3	-	SUMF1	protein_coding	sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376]	21	51.3599981905097	0.000141061419773464	0.00500717054140457
ENSG00000260170	15	+	AC090527.2	protein_coding	novel protein	4	20.3431580890876	0.000144094642273154	0.00510254369068709
ENSG00000156113	10	-	KCNMA1	protein_coding	potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]	107	166.94984149989	0.000146459376727847	0.00517384431313647
ENSG00000135778	1	+	NTPCR	protein_coding	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]	15	41.4874497969426	0.000149026098321507	0.00525192213965101
ENSG00000118363	11	+	SPCS2	protein_coding	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	24	55.8165445068519	0.000150139426281961	0.00527852956696795
ENSG00000114767	3	-	RRP9	protein_coding	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]	14	39.7547504510451	0.000151374621487451	0.00530928464078964
ENSG00000176624	18	-	MEX3C	protein_coding	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	6	24.7845516895387	0.000153332892895892	0.00536519440676813
ENSG00000119383	9	+	PTPA	protein_coding	protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308]	38	76.2629942386778	0.000154198143104124	0.00538268446935272
ENSG00000135390	12	-	ATP5MC2	protein_coding	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]	19	47.8109901915516	0.000160615794450921	0.00559345453441257
ENSG00000112651	6	-	MRPL2	protein_coding	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]	21	50.9476846167485	0.000161832821881576	0.00562254551683372
ENSG00000108774	17	-	RAB5C	protein_coding	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	19	47.6755255725777	0.000168219943328794	0.00583070114159168
ENSG00000272762	3	-	AC115284.1	lncRNA	novel transcript	4	19.9840745851462	0.000171037271171226	0.00591443671742565
ENSG00000109381	4	-	ELF2	protein_coding	E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]	32	67.2323241167598	0.000174327671679078	0.00601410054216509
ENSG00000169727	17	+	GPS1	protein_coding	G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]	63	109.781707507969	0.000177077449610097	0.00609469137898678
ENSG00000167601	19	+	AXL	protein_coding	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	26	58.2581458544256	0.000180910343845047	0.00621209854354635
ENSG00000164543	7	+	STK17A	protein_coding	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]	11	34.0280715466106	0.000182686805008123	0.00625851005715038
ENSG00000109171	4	+	SLAIN2	protein_coding	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	18	45.812460617545	0.000184123335545687	0.00629308783276917
ENSG00000184640	17	+	SEPTIN9	protein_coding	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]	66	113.545454812233	0.000184819187572483	0.00629439927416983
ENSG00000243646	21	+	IL10RB	protein_coding	interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]	16	42.5415262987379	0.0001854285971347	0.00629439927416983
ENSG00000151131	12	+	C12orf45	protein_coding	chromosome 12 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:28628]	9	30.3212462696288	0.000185443573755326	0.00629439927416983
ENSG00000265590	21	-	C21orf59-TCP10L	protein_coding	C21orf59-TCP10L readthrough [Source:NCBI gene;Acc:110091775]	8	28.3105467965665	0.000193144240102719	0.00654070758839806
ENSG00000262302	17	-	AC003688.1	protein_coding	novel protein	4	19.6620677228321	0.000199433189986111	0.00672867391975195
ENSG00000150760	10	+	DOCK1	protein_coding	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]	60	105.310819867289	0.00019960834314925	0.00672867391975195
ENSG00000223953	11	-	C1QTNF5	protein_coding	C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]	9	30.1297979657895	0.000200496374849188	0.00674317830571549
ENSG00000196465	12	+	MYL6B	protein_coding	myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]	27	59.4113622393392	0.000201111343830052	0.00674845377211957
ENSG00000285625	12	-	AC117378.1	protein_coding	novel protein	7	26.2233453542031	0.000202290413016108	0.00677259107759155
ENSG00000105443	19	+	CYTH2	protein_coding	cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]	42	80.8192136498154	0.00020590407824384	0.00687794325761908
ENSG00000103550	16	-	KNOP1	protein_coding	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	10	31.903934135652	0.00020688702239332	0.00689514191600906
ENSG00000185414	2	+	MRPL30	protein_coding	mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]	16	42.1798101306947	0.000210870047178466	0.00701202407446044
ENSG00000124733	6	-	MEA1	protein_coding	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	8	28.068088409365	0.000213732113473679	0.00709118865671345
ENSG00000173575	15	+	CHD2	protein_coding	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]	87	139.902740740631	0.000215231655247253	0.00712489328864557
ENSG00000163812	3	-	ZDHHC3	protein_coding	zinc finger DHHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18470]	22	51.5999053055925	0.000217592583039399	0.00718555146447107
ENSG00000103066	16	+	PLA2G15	protein_coding	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	26	57.6556008750664	0.000218235133327932	0.00718555146447107
ENSG00000127837	2	-	AAMP	protein_coding	angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]	31	65.0127477808808	0.000218527395022947	0.00718555146447107
ENSG00000265190	10	-	ANXA8	protein_coding	annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]	20	48.4509123202432	0.000220722997243339	0.00724158234385664
