Gene.stable.ID	Gene.name	Gene.type	Gene.description	Chromosome.scaffold.name	logFC	logCPM	PValue	FDR
ENSG00000186510	CLCNKA	protein_coding	chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]	1	0.467687468763047	0.522872714809856	0.273097839458878	0.437474455699567
ENSG00000280739	EIF1B-AS1	lncRNA	EIF1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44555]	3	-0.33674208768317	1.42190874644323	0.273118538170423	0.437474455699567
ENSG00000161328	LRRC56	protein_coding	leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]	11	-0.345685749495298	2.16125817988165	0.273169130933706	0.437513287356348
ENSG00000115317	HTRA2	protein_coding	HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]	2	-0.253579841357535	3.91094922508558	0.273454661382984	0.437928356250295
ENSG00000259319	AF111167.2	lncRNA	novel transcript, antisense to JDP2	14	0.522817232967759	0.115329841883066	0.273628137369357	0.43816391097317
ENSG00000022277	RTF2	protein_coding	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]	20	0.182875478175103	5.66328445922829	0.273790228170166	0.438379394688886
ENSG00000115419	GLS	protein_coding	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	2	0.30841931181063	5.65982072987099	0.273815508450882	0.438379394688886
ENSG00000181201	HIST3H2BA	unitary_pseudogene	histone cluster 3 H2B family member a (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20515]	1	-0.383871329682732	1.72444394222584	0.273850785456337	0.438393602170943
ENSG00000121005	CRISPLD1	protein_coding	cysteine rich secretory protein LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18206]	8	0.248532016866969	5.11977052452223	0.273983303221073	0.43855754129134
ENSG00000276564	AC130650.2	lncRNA	novel transcript	16	-0.412314854517054	0.974999207676345	0.274006018631436	0.43855754129134
ENSG00000198816	ZNF358	protein_coding	zinc finger protein 358 [Source:HGNC Symbol;Acc:HGNC:16838]	19	-0.30930624260692	5.16689392130214	0.274035069353591	0.438561763040678
ENSG00000287104	AC097382.3	lncRNA	novel transcript, antisense to TBC1D14	4	-0.411190159382881	0.658190229178923	0.274087954700966	0.438604124889634
ENSG00000116266	STXBP3	protein_coding	syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]	1	0.289270683027038	4.40127060704263	0.274214377289467	0.438764143829074
ENSG00000170322	NFRKB	protein_coding	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]	11	-0.182407107841643	5.61998814599035	0.274364878717167	0.438962656216983
ENSG00000102032	RENBP	protein_coding	renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]	X	0.29117004167981	2.71733597534914	0.274391910364242	0.438963607253866
ENSG00000077463	SIRT6	protein_coding	sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]	19	-0.299525248512298	3.64428789846473	0.27457934949949	0.439221148274522
ENSG00000119673	ACOT2	protein_coding	acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]	14	0.247527114584623	2.8081532613175	0.274996168488349	0.439845523704897
ENSG00000114315	HES1	protein_coding	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]	3	-0.218357837661365	5.84664322983407	0.275303360610397	0.44029445189511
ENSG00000172992	DCAKD	protein_coding	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]	17	-0.19628992196917	6.2042845861013	0.275372828137014	0.440360771580897
ENSG00000137547	MRPL15	protein_coding	mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]	8	0.191927913075738	5.16867681747701	0.275397871121178	0.440360771580897
ENSG00000139117	CPNE8	protein_coding	copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]	12	0.289068010400118	2.22585018799164	0.275632891510638	0.44066430405337
ENSG00000100092	SH3BP1	protein_coding	SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]	22	0.279411555713142	2.63364855957813	0.275650961725313	0.44066430405337
ENSG00000153162	BMP6	protein_coding	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	6	-0.331703608945458	1.92611242159908	0.275667316682869	0.44066430405337
ENSG00000265735	RN7SL5P	misc_RNA	RNA, 7SL, cytoplasmic 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10040]	9	-0.882008971489586	8.78561680285659	0.275773587484999	0.440791744955806
ENSG00000180772	AGTR2	protein_coding	angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]	X	0.363420342414695	1.36026718635295	0.275806261580404	0.440801536941094
ENSG00000166479	TMX3	protein_coding	thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]	18	0.341895065883173	4.55259263256164	0.275939543817103	0.440972106404155
ENSG00000108349	CASC3	protein_coding	CASC3 exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040]	17	-0.182717297002756	6.78627567342841	0.275986959784197	0.441005435497719
ENSG00000116857	TMEM9	protein_coding	transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]	1	-0.195141496419688	6.66035412583094	0.276142850302199	0.441212075290388
ENSG00000278784	AL136295.7	lncRNA	novel transcript	14	-0.447453884705404	0.614116501404294	0.27622716927721	0.441304331634638
ENSG00000109762	SNX25	protein_coding	sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]	4	-0.218756220867996	4.41685923349539	0.276358131561549	0.441471081051371
ENSG00000163453	IGFBP7	protein_coding	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	4	0.226416617335553	5.6859541375844	0.276400512322201	0.441496306551018
ENSG00000286811	AL353138.1	lncRNA	novel transcript	6	-0.427029219272024	0.539645099808662	0.276508545228042	0.44162638370204
ENSG00000128536	CDHR3	protein_coding	cadherin related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308]	7	-0.290876501974183	2.35615263018114	0.276716182669495	0.441915504188159
ENSG00000034693	PEX3	protein_coding	peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]	6	0.235139614962331	3.80021860961932	0.27681800378041	0.442035596727248
ENSG00000161960	EIF4A1	protein_coding	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	17	-0.273443649839863	2.04733642848838	0.276955142120789	0.442187717435439
ENSG00000269416	LINC01224	lncRNA	long intergenic non-protein coding RNA 1224 [Source:HGNC Symbol;Acc:HGNC:49676]	19	-0.261867362075132	3.11433294431259	0.276966529831882	0.442187717435439
ENSG00000102967	DHODH	protein_coding	dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]	16	-0.232244879547829	3.38981779706248	0.277057285756161	0.442290084866388
ENSG00000254389	RHPN1-AS1	lncRNA	RHPN1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:28457]	8	-0.452850712618381	1.0905750655618	0.277159388915152	0.442410545428494
ENSG00000267127	AC090360.1	protein_coding	novel protein	18	-0.47858082041254	0.601395900273539	0.277220265135435	0.442465181419663
ENSG00000170899	GSTA4	protein_coding	glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]	6	-0.174686708544209	6.13260427499003	0.277270545654417	0.442501803777425
ENSG00000143198	MGST3	protein_coding	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]	1	0.173377491190668	6.01890532578384	0.27729651097953	0.442501803777425
ENSG00000066248	NGEF	protein_coding	neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]	2	-0.261354109628502	3.63146511522341	0.277360694357005	0.442526681513204
ENSG00000117395	EBNA1BP2	protein_coding	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	1	0.205066128084254	5.24141841996226	0.277365404390985	0.442526681513204
ENSG00000090674	MCOLN1	protein_coding	mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356]	19	-0.288192333702222	2.98196432355864	0.277463806034235	0.442641144830173
ENSG00000176153	GPX2	protein_coding	glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]	14	-0.477649654778411	0.500739001277085	0.277521720462372	0.442656427853493
ENSG00000186523	FAM86B1	protein_coding	family with sequence similarity 86 member B1 [Source:HGNC Symbol;Acc:HGNC:28268]	8	0.29502048084828	2.35366142098957	0.277542398517478	0.442656427853493
ENSG00000261098	AP000766.1	lncRNA	novel transcript	11	-0.455059320849348	1.40381703368324	0.277553364874892	0.442656427853493
ENSG00000167562	ZNF701	protein_coding	zinc finger protein 701 [Source:HGNC Symbol;Acc:HGNC:25597]	19	0.244162070338188	3.19903622981186	0.277894968043762	0.443158667825454
ENSG00000102125	TAZ	protein_coding	tafazzin [Source:HGNC Symbol;Acc:HGNC:11577]	X	-0.24201260928873	3.78633896308459	0.277952816106636	0.44320835096846
ENSG00000228300	FAM174C	protein_coding	family with sequence similarity 174 member C [Source:HGNC Symbol;Acc:HGNC:26073]	19	-0.243977730257323	3.39756694563747	0.278177597785688	0.443524182219471
ENSG00000118894	EEF2KMT	protein_coding	eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221]	16	0.255127470304899	3.29375597034138	0.278291336181191	0.443662923279165
ENSG00000112144	ICK	protein_coding	intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219]	6	-0.179365242424699	5.45471862374161	0.278342354882606	0.443701657111251
ENSG00000111790	FGFR1OP2	protein_coding	FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]	12	0.313339653978561	4.06951493150808	0.278410707991262	0.443768013390316
ENSG00000139921	TMX1	protein_coding	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]	14	0.223074875388714	5.371358335763	0.27851472664578	0.443882916727298
ENSG00000243836	WDR86-AS1	lncRNA	WDR86 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41186]	7	0.473129529390105	0.368958885137611	0.27853626291145	0.443882916727298
ENSG00000183476	SH2D7	protein_coding	SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549]	15	-0.40853917238723	0.841197313216567	0.278743179096877	0.444170033178939
ENSG00000269821	KCNQ1OT1	lncRNA	KCNQ1 opposite strand/antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:6295]	11	-0.207405857255931	7.13841013017298	0.278798283675908	0.444215209879548
ENSG00000132669	RIN2	protein_coding	Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]	20	0.183806481252661	5.37849638823101	0.278880928938784	0.444304254855073
ENSG00000134748	PRPF38A	protein_coding	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]	1	0.237644242351678	5.07469606094193	0.278908712956802	0.444305887933871
ENSG00000068001	HYAL2	protein_coding	hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	3	0.195577176473026	6.0318547453169	0.279088105559215	0.444549012347008
ENSG00000146263	MMS22L	protein_coding	MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]	6	0.285438689681568	4.50423828807194	0.279131144421613	0.444574918175201
ENSG00000235859	AC006978.1	processed_pseudogene	proteasome (prosome, macropain) 26S subunit, ATPase, 5 (PSMC5) pseudogene	7	0.254043741969765	2.43932213671114	0.27920945420981	0.444579657127286
ENSG00000182287	AP1S2	protein_coding	adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]	X	-0.221989705791277	6.25511421896326	0.279234060826217	0.444579657127286
ENSG00000134153	EMC7	protein_coding	ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]	15	0.177327384375418	5.07182306378493	0.279239417589229	0.444579657127286
ENSG00000177352	CCDC71	protein_coding	coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]	3	0.237277757451229	4.6605237906538	0.27924122164421	0.444579657127286
ENSG00000107077	KDM4C	protein_coding	lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]	9	0.207784085537401	4.56975704129781	0.279280730284518	0.444599927674414
ENSG00000113851	CRBN	protein_coding	cereblon [Source:HGNC Symbol;Acc:HGNC:30185]	3	0.257523732772046	4.6161542783942	0.279334402060281	0.444642739124619
ENSG00000253729	PRKDC	protein_coding	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]	8	-0.165890490310167	8.57563616676214	0.279363913244508	0.444647087376515
ENSG00000127054	INTS11	protein_coding	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	1	-0.212911117648764	6.31527673775528	0.279535573482211	0.444865753219482
ENSG00000131943	C19orf12	protein_coding	chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]	19	0.18689598084879	5.2825377687543	0.279554882503738	0.444865753219482
ENSG00000132823	OSER1	protein_coding	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	20	0.179605951046463	4.90239098754164	0.279634868873198	0.444896208378321
ENSG00000135587	SMPD2	protein_coding	sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]	6	0.24524358597651	2.90848398594703	0.279660655856207	0.444896208378321
ENSG00000100030	MAPK1	protein_coding	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	22	-0.168908195504111	7.61697061574539	0.279671720458383	0.444896208378321
ENSG00000196693	ZNF33B	protein_coding	zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]	10	0.195020285742432	4.86342322179879	0.279712127232751	0.444896208378321
ENSG00000167840	ZNF232	protein_coding	zinc finger protein 232 [Source:HGNC Symbol;Acc:HGNC:13026]	17	-0.196478715592218	4.53240425930125	0.279723598817638	0.444896208378321
ENSG00000110711	AIP	protein_coding	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	11	0.222778503640149	5.28552516356763	0.279734787730045	0.444896208378321
ENSG00000152760	TCTEX1D1	protein_coding	Tctex1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26882]	1	0.402527093302869	2.30742544033356	0.279898552235013	0.445114027517494
ENSG00000123737	EXOSC9	protein_coding	exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]	4	0.22100822468141	4.01885131352033	0.279933054749648	0.445126263269791
ENSG00000119397	CNTRL	protein_coding	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]	9	0.187940478968747	4.62194339984257	0.279962744218233	0.445130844106055
ENSG00000162616	DNAJB4	protein_coding	DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]	1	-0.350383931611564	3.54164091826022	0.280338829726279	0.445646027965115
ENSG00000127418	FGFRL1	protein_coding	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]	4	-0.211911395035775	5.45014499891797	0.280340445801953	0.445646027965115
ENSG00000167799	NUDT8	protein_coding	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]	11	-0.305707387259282	2.34350977891155	0.280532479415783	0.445908605037302
ENSG00000039139	DNAH5	protein_coding	dynein axonemal heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:2950]	5	-0.306052066943408	1.73806177341937	0.280589962936631	0.445957283870951
ENSG00000198056	PRIM1	protein_coding	DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]	12	0.268601103111757	2.94626673083099	0.28068341105945	0.446008597271595
ENSG00000115145	STAM2	protein_coding	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]	2	0.255859572180122	5.09326583769822	0.280686468163565	0.446008597271595
ENSG00000119777	TMEM214	protein_coding	transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]	2	0.193825623823783	6.07093669641222	0.28071720047409	0.446008597271595
ENSG00000143401	ANP32E	protein_coding	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	1	0.347670841460679	5.39150167723844	0.280729694657037	0.446008597271595
ENSG00000148019	CEP78	protein_coding	centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740]	9	-0.211897891163362	4.94729796768342	0.280793259282854	0.446066903667481
ENSG00000164221	CCDC112	protein_coding	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]	5	-0.226389354256138	3.09002707313488	0.280851458610271	0.446085107163548
ENSG00000181896	ZNF101	protein_coding	zinc finger protein 101 [Source:HGNC Symbol;Acc:HGNC:12881]	19	-0.222000328335193	3.49567607531169	0.280858450390733	0.446085107163548
ENSG00000143801	PSEN2	protein_coding	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	1	0.207875908874919	4.08443482082668	0.280930487828989	0.446106937775592
ENSG00000102978	POLR2C	protein_coding	RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]	16	0.174289791004023	6.46635937058879	0.280950496024859	0.446106937775592
ENSG00000110717	NDUFS8	protein_coding	NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]	11	-0.215720468146501	6.05791061632094	0.280952797417451	0.446106937775592
ENSG00000064115	TM7SF3	protein_coding	transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]	12	-0.172495441652143	5.68642653387272	0.2810675975431	0.446246547103234
ENSG00000169122	FAM110B	protein_coding	family with sequence similarity 110 member B [Source:HGNC Symbol;Acc:HGNC:28587]	8	-0.177797129207816	5.05676136500184	0.281107553882337	0.44626731280833
ENSG00000158816	VWA5B1	protein_coding	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	1	0.368215893486347	3.51779943141802	0.281192081016462	0.446358825353474
ENSG00000176531	PHLDB3	protein_coding	pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]	19	-0.237919600128591	3.52162175427595	0.281235859205433	0.446385642505211
ENSG00000248152	AC093879.1	lncRNA	novel transcript	4	-0.647171878030132	-0.108082736628068	0.281273112237822	0.446402098604167
ENSG00000122783	CYREN	protein_coding	cell cycle regulator of NHEJ [Source:HGNC Symbol;Acc:HGNC:22432]	7	0.219112461770721	4.40942872145641	0.281442297879057	0.446627918759807
ENSG00000168824	NSG1	protein_coding	neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]	4	0.174490156869291	6.66730384187034	0.281503314453622	0.446682055923924
ENSG00000132912	DCTN4	protein_coding	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]	5	0.190355343112787	6.76526809757154	0.281550108758976	0.446699465068291
ENSG00000125354	SEPTIN6	protein_coding	septin 6 [Source:HGNC Symbol;Acc:HGNC:15848]	X	-0.16738512398552	5.85944231436091	0.28156809211062	0.446699465068291
ENSG00000214199	EEF1A1P12	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195]	2	0.423484506946579	0.568457244212	0.281857162351302	0.447115345722845
ENSG00000101447	FAM83D	protein_coding	family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]	20	-0.211228626649554	3.8283228153757	0.281992789756478	0.447287760901468
ENSG00000232445	AC006329.1	lncRNA	novel transcript	7	0.396845226682723	0.83408411225892	0.282177829507066	0.44753851190518
ENSG00000196262	PPIA	protein_coding	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	7	0.164279792638001	9.02989294878507	0.282469031139341	0.447914071328002
ENSG00000186951	PPARA	protein_coding	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	22	0.184539333573496	6.10977672564074	0.282484087031205	0.447914071328002
ENSG00000212993	POU5F1B	protein_coding	POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:HGNC:9223]	8	-0.483351925254179	0.325024955028674	0.28249555257449	0.447914071328002
ENSG00000198642	KLHL9	protein_coding	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]	9	0.249917667216879	6.44895417485242	0.2826580611844	0.448128945660822
ENSG00000283103	AC010642.2	lncRNA	novel transcript, antisense to ERVK3-1	19	0.357765723680578	1.51577796849402	0.282710326110279	0.448169014200408
ENSG00000246089	AC016065.1	lncRNA	novel transcript	8	-0.303551810426678	2.63538300976599	0.28318817713892	0.448867656655411
ENSG00000100162	CENPM	protein_coding	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]	22	-0.224481105459497	3.09542309363467	0.283205105463869	0.448867656655411
ENSG00000067704	IARS2	protein_coding	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]	1	0.213446596487415	6.34033020697913	0.283247497302475	0.448891996297632
ENSG00000148926	ADM	protein_coding	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	11	0.333612697051018	2.68644796935148	0.283473175604137	0.449206776840149
ENSG00000169738	DCXR	protein_coding	dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	17	-0.185183343779075	5.22778691508807	0.283506214745571	0.449216260104538
ENSG00000074603	DPP8	protein_coding	dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]	15	0.21801736565366	5.64971827248685	0.283548599588694	0.449236725387282
ENSG00000118162	KPTN	protein_coding	kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]	19	-0.294056039715264	2.84150290225643	0.283581520882416	0.449236725387282
ENSG00000196296	ATP2A1	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]	16	0.617007673017319	1.72367179175792	0.283600298452752	0.449236725387282
ENSG00000112855	HARS2	protein_coding	histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]	5	0.189711300699753	4.66667555740933	0.283700894374941	0.449353205208577
ENSG00000154743	TSEN2	protein_coding	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]	3	-0.209633796150184	3.54534410173697	0.283925466761324	0.449657369141723
ENSG00000109270	LAMTOR3	protein_coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]	4	0.210383884113877	5.73042852672692	0.283947091992951	0.449657369141723
ENSG00000188549	CCDC9B	protein_coding	coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]	15	0.412692655528431	1.24413388739974	0.283982539541406	0.449670616683721
ENSG00000111802	TDP2	protein_coding	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]	6	0.23896687901041	4.77990344258109	0.284155314995078	0.449901292092904
ENSG00000185730	ZNF696	protein_coding	zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872]	8	-0.225748930404682	4.16476999911143	0.284259792622274	0.450023798312379
ENSG00000205155	PSENEN	protein_coding	presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]	19	0.215291363699029	4.69828831361057	0.284305330970666	0.450052980783386
ENSG00000215493	AC007731.1	processed_pseudogene	kelch-like 12 (Drosophila) (KLH12) pseudogene	22	-0.495253501115923	0.319364735696156	0.284365146984145	0.450104756961367
ENSG00000120437	ACAT2	protein_coding	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	6	0.177969549234488	5.58789118086748	0.284425608120643	0.450151864129761
ENSG00000158435	CNOT11	protein_coding	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]	2	0.191688006254506	5.56807450562667	0.284449130236657	0.450151864129761
ENSG00000145014	TMEM44	protein_coding	transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]	3	-0.237365366802093	3.00211334700255	0.284478139500791	0.450154867842479
ENSG00000172775	FAM192A	protein_coding	family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]	16	-0.169367077271949	5.52054369419269	0.284830540137384	0.450641172408837
ENSG00000213463	SYNJ2BP	protein_coding	synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]	14	0.204487054573691	5.43375502182215	0.284839743702165	0.450641172408837
ENSG00000085832	EPS15	protein_coding	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	1	0.2131307390842	6.36582219497102	0.284926727006813	0.450735839864818
ENSG00000131931	THAP1	protein_coding	THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]	8	0.296030682793065	2.45519085841028	0.284980289493481	0.450777624726089
ENSG00000173890	GPR160	protein_coding	G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]	3	0.44869702848065	1.40404928035873	0.285041469905743	0.450831450401501
ENSG00000159921	GNE	protein_coding	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]	9	0.180041041473244	5.39946904011991	0.285087103257348	0.450860678396515
ENSG00000164604	GPR85	protein_coding	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536]	7	-0.245203810875075	3.61569251572534	0.285208564799332	0.451009810469344
ENSG00000229152	ANKRD10-IT1	lncRNA	ANKRD10 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:39891]	13	-0.515161737460741	0.183228530442403	0.285436543040582	0.451304826414721
ENSG00000115255	REEP6	protein_coding	receptor accessory protein 6 [Source:HGNC Symbol;Acc:HGNC:30078]	19	-0.215626261579624	4.18318816776952	0.285449487292665	0.451304826414721
ENSG00000161558	TMEM143	protein_coding	transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]	19	-0.256215603172215	2.46299330074113	0.285644181525609	0.451569645820358
ENSG00000023734	STRAP	protein_coding	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]	12	0.219218162634554	7.01995000838704	0.285726531681195	0.451656829020808
ENSG00000166167	BTRC	protein_coding	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]	10	0.169559590816422	5.79773802471097	0.285826072066428	0.451692910698393
ENSG00000237310	AC008267.5	lncRNA	novel transcript	7	-0.392718103625628	1.09974575869386	0.285826423567957	0.451692910698393
ENSG00000142233	NTN5	protein_coding	netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]	19	-0.370391104739538	1.40853539695888	0.285830969206698	0.451692910698393
ENSG00000250337	PURPL	lncRNA	p53 upregulated regulator of p53 levels [Source:HGNC Symbol;Acc:HGNC:48995]	5	-0.318983240725601	2.5353399078025	0.285900675178798	0.451760069534522
ENSG00000100462	PRMT5	protein_coding	protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]	14	-0.18214399387618	5.67848494131915	0.286004570782566	0.451881234491744
ENSG00000133026	MYH10	protein_coding	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	17	0.159350312639482	8.35400075696358	0.28615250308888	0.452071946839939
ENSG00000280594	BTG3-AS1	lncRNA	BTG3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53145]	21	-0.311419738955497	1.68167246648298	0.286321035425537	0.452295164323624
ENSG00000261799	AC007406.5	lncRNA	novel transcript	12	-0.242780327073987	3.49435574275898	0.286367226878794	0.452325098467988
ENSG00000172869	DMXL1	protein_coding	Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]	5	0.221359395424441	5.73541403603463	0.286521494251157	0.452525719637231
